PWSID,pws_name,SITE_NAME,TOWN,latitude,longitude,in_ucmr5,pfas_detected,max_pfoa_ppt,max_pfos_ppt,max_pfas6_sum_ppt,ever_exceeded_federal_mcl,ever_exceeded_ma_mmcl,predicted_risk_score,risk_category,dist_airport_km,dist_military_km,dist_landfill_km,dist_industrial_km,dist_wwtp_km,landfills_within_5km,industrial_within_5km,is_groundwater,is_mwra,source_type,serves_ej_community,ej_area_fraction,any_income,any_minority,any_english
MA1022015,,CAMP GREYLOCK,BECKET,42.30019101431427,-73.0659606972057,False,,,,,,,0.0906500776292546,Low,2.8828927939876343,32.587172200427915,1.378032688347404,15.025664691122042,11.256954144255879,3,0,False,False,TNC,False,0.0,False,False,False
MA1022017,,CHIMNEY CORNERS CAMP,BECKET,42.2767373667145,-73.07001178626001,False,,,,,,,0.0517039430022721,Low,4.831400288119004,32.128601934787795,0.9411257008968503,14.658410426631546,8.72372007699846,2,0,False,False,TNC,False,0.0,False,False,False
MA1022019,,YMCA CAMP BECKET,BECKET,42.289681407946794,-73.08016975130022,False,,,,,,,0.0779533167157622,Low,4.439861768432742,33.347863320376106,0.19138667898815345,14.047037181634764,10.044801998280551,3,0,False,False,TNC,False,0.0,False,False,False
MA1022020,,BECKET MOTEL,BECKET,42.264329482543694,-73.04820814788451,False,,,,,,,0.0446481422703866,Low,5.914621258261834,29.927833321080122,0.8407512475399217,14.447928728074201,8.099175470794684,2,0,False,False,TNC,False,0.0,False,False,False
MA1022021,,BONNIE RIGG CAMPING CLUB INC,BECKET,42.26792533393653,-73.05497738602025,False,,,,,,,0.0431129538508686,Low,5.687175564272959,30.20413322813434,1.0361092250862292,14.721177351401872,8.074420975103822,2,0,False,False,TNC,False,0.0,False,False,False
MA1022022,,BECKET COUNTRY STORE,BECKET,42.27832710470812,-73.05942215473901,False,,,,,,,0.0461474292885862,Low,4.776097198830932,31.408197427440392,2.020210090150002,15.752860510870976,9.173409382246199,2,0,False,False,TNC,False,0.0,False,False,False
MA1022026,,JACOBS PILLOW DANCE FESTIVAL,BECKET,42.26354684302438,-73.11796103718889,False,,,,,,,0.058649815079233,Low,8.888629192949747,35.26295222155311,1.1394830643749252,11.256663276226876,7.3487620611248206,2,0,False,False,NTNC,False,0.0,False,False,False
MA1022027,,KUSHI INSTITUTE,BECKET,42.335179117979,-73.07074875124366,False,,,,,,,0.1188825320878628,Low,3.287632079561054,34.78583891228937,1.4307263681126776,14.123134420867839,12.630148073864705,2,0,False,False,NTNC,False,0.0,False,False,False
MA1022028,,DREAM AWAY LODGE,BECKET,42.323883744883126,-73.14204944037623,False,,,,,,,0.1854850719131925,Low,5.707173648687261,39.760195893714446,4.3596920929035985,8.338599586871894,9.314453436039217,2,0,False,False,TNC,False,0.0,False,False,False
MA1022029,,LANE FARM,BECKET,42.30399448043494,-73.07762221736292,False,,,,,,,0.1000793836164339,Low,3.9983652289466844,34.03266099362768,1.5310570013097629,13.988631631162514,11.648235638049599,2,0,False,False,TNC,False,0.0,False,False,False
MA1022030,,BECKET TOWN HALL,BECKET,42.27695572573997,-73.05875088254723,False,,,,,,,0.0458847780345716,Low,4.885561863323902,31.293620525590377,2.1631223498722227,15.654250156353084,9.046421753054899,2,0,False,False,TNC,False,0.0,False,False,False
MA1022031,,WATER TEN,BECKET,42.25271848825367,-73.12734747183518,False,,,,,,,0.0430173242929732,Low,10.562498365400167,35.623138173092734,1.443264036581844,11.100665601377198,6.488186399541488,1,0,False,False,TNC,False,0.0,False,False,False
MA1022032,,MOUNTAIN GROVE ASSOCIATION,BECKET,42.254497338172825,-73.12833521943132,False,,,,,,,0.0458950370370491,Low,10.493102683375232,35.75945160761438,1.2308025355587544,10.947164295831023,6.701689328824122,1,0,False,False,TNC,False,0.0,False,False,False
MA1022033,,MULLIN HOUSE,BECKET,42.33132868727663,-73.08484181590063,False,,,,,,,0.1329732971232877,Low,4.668669982009376,36.078353036685606,0.5991316930456381,12.968240318842595,12.811111939468873,2,0,False,False,TNC,False,0.0,False,False,False
MA1022035,,THE SPENCER HOUSE LLC,BECKET,42.32755440178169,-73.08355874934584,False,,,,,,,0.1421828885711995,Low,4.433307338971622,35.766878586194466,1.0258983272850273,13.093861675975738,13.241824494660412,2,0,False,False,TNC,False,0.0,False,False,False
MA1024000,BELCHERTOWN WATER DISTRICT,JABISH BROOK WELLFIELD (06G),BELCHERTOWN,42.280872315769365,-72.39148995328472,True,False,,,10.5,False,False,,,2.5008259061332136,15.172649442781509,3.17677769346367,2.3418343943381568,1.7490911994301113,4,2,True,False,GW,False,0.0,False,False,False
MA1024001,,WELL #3,BELCHERTOWN,42.25837177636171,-72.37697277531252,False,,,,,,,0.4860554391305647,Moderate,2.705581714861644,14.791688722254133,5.351561975709758,2.04893227476582,3.9912138904866623,0,1,True,False,GW,False,0.0,False,False,False
MA1024002,,WELL  #2,BELCHERTOWN,42.25129818426106,-72.40060250134057,False,,,,,,,0.5623892421790047,High,1.3870817816311833,12.663927642335693,4.528875837316134,1.0657176436075955,3.557248874962154,1,1,True,False,GW,False,0.0,False,False,False
MA1024006,,MILL VALLEY GOLF LINKS INC,BELCHERTOWN,42.25506589023788,-72.37240958324871,False,,,,,,,0.2890323317430289,Moderate,3.1522171026355905,14.953184411394547,5.871724329247339,2.4936929501397485,4.51664734293982,0,1,False,False,TNC,False,0.0,False,False,False
MA1024009,,WELL #1,BELCHERTOWN,42.31594155281988,-72.4249831196167,False,,,,,,,0.5274906673080618,High,1.7626460903955508,16.245873294538935,2.3034370195966747,1.8999326063362791,3.86953487162359,2,1,True,False,GW,False,0.0,False,False,False
MA1024011,,DCR QUABBIN ADMINISTRATION BUILDING,BELCHERTOWN,42.27633254768562,-72.3467904472317,False,,,,,,,0.2218897479664535,Low,3.6197556382950715,17.943171245917476,3.4076408771408837,4.826559739531176,5.512647507879369,1,1,False,False,NTNC,False,0.0,False,False,False
MA1024012,,QUABBIN ADULT MEDICINE,BELCHERTOWN,42.288388028689,-72.39807242947866,False,,,,,,,0.2160009090702673,Low,2.659422628160069,15.34132202560144,2.4488758420682886,2.5055363641375945,1.4191772667426594,2,2,False,False,NTNC,False,0.0,False,False,False
MA1024013,,COLD SPRING COUNTRY CLUB,BELCHERTOWN,42.245918681718216,-72.4168283272482,False,,,,,,,0.3232779856285374,Moderate,1.9063673049838472,11.249567076074802,4.5850378025887295,2.0710268776014487,4.017667320895285,1,1,False,False,NTNC,False,0.0,False,False,False
MA1024015,,WELL #1,BELCHERTOWN,42.25636897360727,-72.3903920386145,False,,,,,,,0.5515916668143873,High,1.6993320142134534,13.71844739861097,4.6507460464347,1.0558813433686771,3.4316527846762233,1,1,True,False,GW,False,0.0,False,False,False
MA1024018,,EVERGREENE GOLF CENTER,BELCHERTOWN,42.28152808159271,-72.38566721641588,False,,,,,,,0.2387286802428911,Low,2.8823724574437803,15.620395670693737,3.68055456862113,2.6269536470172956,2.268096377005762,2,2,False,False,TNC,False,0.0,False,False,False
MA1024019,,1100 FEDERAL BUILDING,BELCHERTOWN,42.34032070713414,-72.45798984119689,False,,,,,,,0.1908638714126733,Low,5.179487351774762,17.407004134519568,2.5152341459702177,5.350530157233335,5.645027489684167,2,0,False,False,TNC,False,0.0,False,False,False
MA1024021,,PMDM REALTY LLC,BELCHERTOWN,42.26595460366825,-72.43783353350075,False,,,,,,,0.2387613604523935,Low,2.3860015362657783,11.251070939545517,2.348176626488607,3.043471772228968,2.722962674230527,2,2,False,False,NTNC,False,0.0,False,False,False
MA1024022,,PHOENIX FRUIT FARM COUNTRY STORE,BELCHERTOWN,42.25995636581814,-72.37141832616138,False,,,,,,,0.2787636054213115,Moderate,3.1381629475711916,15.278236210530451,5.6381783936944245,2.4886938722991214,4.239413490274268,0,1,False,False,TNC,False,0.0,False,False,False
MA1024023,,CUTCHINS PROGRAM FOR CHILDREN  FAMILIES,BELCHERTOWN,42.30526752490322,-72.44612277876675,False,,,,,,,0.3257796729567555,Moderate,1.7400983776115306,14.315722619847444,1.9785957841604178,1.8825398484298221,3.733859284669296,2,1,False,False,NTNC,False,0.0,False,False,False
MA1029000,,REPLACEMENT PRATT WELL,BERNARDSTON,42.653621322272414,-72.56818889673413,False,,,,,,,0.2716998545829429,Moderate,7.851133951191191,51.12098206769157,2.128098016878825,4.995121066372843,5.078455433958746,1,1,True,False,GW,False,0.0,False,False,False
MA1033000,,LONG POND RESERVOIR (01S),BLANDFORD,42.204800421439444,-73.00631980531202,False,,,,,,,0.0434222456112794,Low,12.55375040391312,24.60204837161236,6.215090592468084,11.140322531812473,7.260195104767343,0,0,False,False,SW,False,0.0,False,False,False
MA1033002,,SNOWS STEAK HOUSE,BLANDFORD,42.171486155092566,-73.00505063681612,False,,,,,,,0.0328870377283677,Low,14.042464878602816,23.99143227682453,4.698047850510746,12.667122701979197,7.992212352781145,1,0,False,False,TNC,False,0.0,False,False,False
MA1043001,,LOWER WELL (02G),BRIMFIELD,42.13865170366947,-72.26535810214813,False,,,,,,,0.5463696775491425,High,2.1296898454593283,23.028878590148416,0.4550586496117862,3.4500719310782233,5.345764452437276,4,5,True,False,GW,False,0.0,False,False,False
MA1043002,,WELL  #1,BRIMFIELD,42.12068153549575,-72.20403749946935,False,,,,,,,0.7530086206654535,Very High,4.313750514091237,28.45449940526635,2.9220702587784277,0.6938612656713117,9.228984178406137,3,1,True,False,GW,False,0.0,False,False,False
MA1043004,,DCR BRIMFIELD STATE FOREST,BRIMFIELD,42.099330699080205,-72.27041120652845,False,,,,,,,0.2651094744186427,Moderate,2.6185620666128977,24.18961667141638,1.8647407242756773,3.626876114118139,3.9792239087493626,3,3,False,False,TNC,False,0.0,False,False,False
MA1043006,,WOODLAND INN,BRIMFIELD,42.11427700784837,-72.1581725634901,False,,,,,,,0.2461680312978179,Low,8.135146968189378,32.293840149427105,4.913930635834917,2.6885426963548236,5.447994534847723,1,4,False,False,TNC,False,0.0,False,False,False
MA1043008,,BRIMFIELD MARKET,BRIMFIELD,42.121946358624854,-72.20225813966444,False,,,,,,,0.5379797609681175,High,4.464039353549468,28.555406121794014,2.8123666671331273,0.839730883464233,9.087445253523624,2,1,False,False,TNC,False,0.0,False,False,False
MA1043011,,HITCHCOCK FREE ACADEMY,BRIMFIELD,42.12264999368538,-72.19932777468776,False,,,,,,,0.5155993907370792,High,4.709658167734522,28.766118686155302,2.8012051936043574,0.9753332199517045,8.8495357366113,2,1,False,False,TNC,False,0.0,False,False,False
MA1043014,,BRIMFIELD ELEMENTARY SCHOOL,BRIMFIELD,42.11876900908384,-72.20373720787471,False,,,,,,,0.5851741403021474,High,4.342309077845451,28.54022373352527,3.135726509428098,0.48047434103299425,9.199992491791615,3,1,False,False,NTNC,False,0.0,False,False,False
MA1043015,,FRANCESCOS ITALIAN RESTAURANT,BRIMFIELD,42.11923586267695,-72.21469747242529,False,,,,,,,0.5456487176783027,High,3.434618360469112,27.65976849917746,3.070851367854233,1.06557952368365,8.500060205210104,3,1,False,False,TNC,False,0.0,False,False,False
MA1043017,,VILLA SOFIA,BRIMFIELD,42.121933139190894,-72.20346841844629,False,,,,,,,0.5445793225312133,High,4.363979526429762,28.459835894802882,2.7933932845719243,0.8316390731041962,9.187344834206758,2,1,False,False,TNC,False,0.0,False,False,False
MA1043018,,HARRINGTON PHYSICIAN SERVICES,BRIMFIELD,42.11262940234379,-72.16002635666203,False,,,,,,,0.2610046719727109,Moderate,8.000163119801883,32.197881738712354,4.721192576223244,2.8556621523610164,5.6175655939879965,2,4,False,False,TNC,False,0.0,False,False,False
MA1043019,,QUINEBAUG COVE CAMPSITE,BRIMFIELD,42.10317394422497,-72.14383452031068,False,,,,,,,0.244566490834363,Low,8.72482890468696,33.6806274030355,3.9738613642609932,2.0238389150319906,4.556447723174877,2,4,False,False,TNC,False,0.0,False,False,False
MA1043020,,VILLAGE GREEN CAMPGROUND,BRIMFIELD,42.10738466007895,-72.16761415274453,False,,,,,,,0.2770775280674187,Moderate,7.4675432783029105,31.769463256156683,4.150352024746312,3.0723931116706296,6.324833877021322,2,3,False,False,TNC,False,0.0,False,False,False
MA1043023,,MOJOS RISE N DINE,BRIMFIELD,42.113982913862934,-72.15833276608281,False,,,,,,,0.2460745291026588,Low,8.124764041497137,32.290164880164696,4.880315382188876,2.7034962419591158,5.463816103334527,1,4,False,False,TNC,False,0.0,False,False,False
MA1043024,,SPRINGFIELD BOYS CLUB,BRIMFIELD,42.11143042064091,-72.18067160225453,False,,,,,,,0.3877562145268923,Moderate,6.325184073811996,30.60407718678887,4.562518094254785,1.9200767713175995,7.223746819505976,2,3,False,False,TNC,False,0.0,False,False,False
MA1043025,,VIANT AS AND O HOLDING LLC,BRIMFIELD,42.11469601352235,-72.2032854643865,False,,,,,,,0.6076935341530343,High,4.421637740861634,28.71247580661413,3.5884689939341836,0.034492813133629244,9.170120704194384,3,1,False,False,NTNC,False,0.0,False,False,False
MA1043026,,CUMBERLAND FARMS STORE #2080,BRIMFIELD,42.12128739967342,-72.20173338989179,False,,,,,,,0.5391005688002347,High,4.505225595390569,28.61776706990014,2.8934574281951493,0.7743284956134913,9.040936970178777,2,1,False,False,TNC,False,0.0,False,False,False
MA1043027,,MK FUEL INC,BRIMFIELD,42.111345943266684,-72.14549250552479,False,,,,,,,0.2474885723669967,Low,8.471936897362628,33.391646024232955,4.795241788983659,1.6980075406053101,4.446087864718513,1,4,False,False,TNC,False,0.0,False,False,False
MA1043028,,COLLINS APPLE BARN,BRIMFIELD,42.12079962378786,-72.2165372559352,False,,,,,,,0.5508519796667182,High,3.2803132565514934,27.46249195166903,2.9240185866340362,1.2862981193518987,8.373803535834027,4,1,False,False,TNC,False,0.0,False,False,False
MA1043029,,SOPHIES COFFEEHOUSE,BRIMFIELD,42.11975043302156,-72.19927956449867,False,,,,,,,0.5516194089137634,High,4.707662187156305,28.86105290766724,3.110263788415106,0.686178885245018,8.832984564444045,3,1,False,False,TNC,False,0.0,False,False,False
MA1043030,,BRIMFIELD WINERY AND CIDERY,BRIMFIELD,42.119704759657246,-72.20757090915082,False,,,,,,,0.5769034182013334,High,4.0222240523831,28.206651149060676,2.9973143584530266,0.6728349616925884,9.091203372312437,3,1,False,False,TNC,False,0.0,False,False,False
MA1047000,,MOHAWK TRAIL REGIONAL HIGH SCHOOL,BUCKLAND,42.61640372196607,-72.75678261004592,False,,,,,,,0.0393262792536981,Low,19.401144800388863,50.36931346435983,3.1336310139764953,5.560881956944891,1.966879380357434,4,0,False,False,NTNC,False,0.0,False,False,False
MA1047002,,BUCKLAND RECREATION FACILITY,BUCKLAND,42.61567243536401,-72.76429222496238,False,,,,,,,0.0367166047308066,Low,20.000244745995587,50.52251279552935,3.6259372565297263,6.021729799936649,2.3511781978150097,4,0,False,False,TNC,False,0.0,False,False,False
MA1053004,,DCR MOHAWK TRAIL STATE FOREST,CHARLEMONT,42.64193707752944,-72.94902918473103,False,,,,,,,0.0812333728297739,Low,15.123584119218028,56.32461267343943,3.6877509273851263,5.110860009725122,4.6924174483037735,2,0,False,False,TNC,False,0.0,False,False,False
MA1053007,,HAWLEMONT REGIONAL SCHOOL,CHARLEMONT,42.62719821657574,-72.87489845038469,False,,,,,,,0.0099752226666837,Low,20.321278702067627,53.77016946518651,4.963861056937841,9.730355191192622,0.40754204566068614,1,0,False,False,NTNC,False,0.0,False,False,False
MA1053008,,OLDE WILLOW MOTOR INN AND RESTAURANT,CHARLEMONT,42.618020586647056,-72.8167726316067,False,,,,,,,0.0171178926896132,Low,23.54171306713608,51.79862603458041,2.5647777073711193,9.3533260296444,5.281099641241802,1,0,False,False,TNC,False,0.0,False,False,False
MA1053011,,COUNTRY AIRE CAMPGROUND,CHARLEMONT,42.62701847805802,-72.79724518091359,False,,,,,,,0.0264595355820863,Low,22.8647742041471,52.55470843584797,2.2276977595089646,7.475369196421182,5.299893356291591,1,0,False,False,TNC,False,0.0,False,False,False
MA1053014,,90 MAIN EATERY,CHARLEMONT,42.627328593924275,-72.87673184485192,False,,,,,,,0.0093687458011931,Low,20.218726343058467,53.821338789224065,5.166490451482989,9.611061159621249,0.2629282957290044,0,0,False,False,TNC,False,0.0,False,False,False
MA1053015,,BERKSHIRE EAST SKI AREA,CHARLEMONT,42.624492855834205,-72.86996672721092,False,,,,,,,0.0096039883525511,Low,20.43028522130741,53.356931564549214,4.724852721642129,10.2312660111522,0.9008090862139484,1,0,False,False,TNC,False,0.0,False,False,False
MA1053016,,RED ROSE MOTEL,CHARLEMONT,42.61909538124144,-72.79535694721812,False,,,,,,,0.0239694442171159,Low,22.57689793323976,51.6619683043415,3.0013036707287664,7.758936782724122,4.765316723119279,1,0,False,False,TNC,False,0.0,False,False,False
MA1053017,,THE OXBOW,CHARLEMONT,42.62067386614577,-72.79218290449988,False,,,,,,,0.0253240842929173,Low,22.343464739660764,51.80328664576654,2.9334801557746495,7.44526892172603,4.599596941657781,1,0,False,False,TNC,False,0.0,False,False,False
MA1053019,,HILLTOP MOTEL,CHARLEMONT,42.621776776103424,-72.76719687006313,False,,,,,,,0.03869392712227,Low,20.336953219810727,51.240439931330634,3.414137448386175,5.716533650740498,2.982059937214563,3,0,False,False,TNC,False,0.0,False,False,False
MA1053021,,MOHAWK PARK,CHARLEMONT,42.64006961806951,-72.91227541789856,False,,,,,,,0.0372404726971012,Low,17.90421366656037,55.97034889792733,4.083098196118003,6.598308942841846,2.9778780292674916,2,0,False,False,TNC,False,0.0,False,False,False
MA1053023,,CRAB APPLE WHITEWATER,CHARLEMONT,42.62026513367771,-72.76588436891576,False,,,,,,,0.0376796554626063,Low,20.203659029978567,51.044366685311076,3.4135130564306415,5.749747236170417,2.7871076400818016,3,0,False,False,TNC,False,0.0,False,False,False
MA1053024,,THE ACADEMY AT CHARLEMONT,CHARLEMONT,42.62092921429583,-72.830373010385,False,,,,,,,0.0125664783986602,Low,22.782487898460317,52.308707165891626,2.5112815774957324,10.236395376745518,4.122299340847554,1,0,False,False,NTNC,False,0.0,False,False,False
MA1053025,,THE CHARLEMONT INN,CHARLEMONT,42.62813189397341,-72.87559511678127,False,,,,,,,0.0093251348175952,Low,20.34772580429323,53.88479233969566,5.051299784536224,9.617840856457919,0.3295954137060259,0,0,False,False,TNC,False,0.0,False,False,False
MA1053026,,BERKSHIRE PIZZERIA,CHARLEMONT,42.62730410429092,-72.87767644859083,False,,,,,,,0.0094408339189426,Low,20.159306716521552,53.83796441240421,5.241336809985785,9.557014886957875,0.19835771597396584,0,0,False,False,TNC,False,0.0,False,False,False
MA1053027,,CHARLEMONT 4FAMILY STORE,CHARLEMONT,42.62839804532343,-72.8711950535375,False,,,,,,,0.0098165979567843,Low,20.63720395040574,53.82590996073402,4.697553069736718,9.86589355348775,0.6893027093166755,1,0,False,False,TNC,False,0.0,False,False,False
MA1053028,,ZOAR OUTDOOR,CHARLEMONT,42.628440781029205,-72.88331840957215,False,,,,,,,0.0113771316510454,Low,19.80978117446531,54.07722353606436,5.652670842887657,8.938188702193699,0.3052334069158436,0,0,False,False,TNC,False,0.0,False,False,False
MA1053029,,WARFIELD HOUSE INN,CHARLEMONT,42.63702600632269,-72.88426437609284,False,,,,,,,0.0134429369314252,Low,20.14001742111149,54.853534451384206,5.52032160641885,8.427973518172521,0.877673354332503,0,0,False,False,TNC,False,0.0,False,False,False
MA1053030,,WELL #1,CHARLEMONT,42.64300733731409,-72.9260856326405,False,,,,,,,0.1225795778540173,Low,16.74080939289203,56.62070471703053,3.5598625905221097,5.6889192705689995,4.144366626930484,2,0,True,False,GW,True,1.0,True,False,False
MA1053031,,WELLS PROVISIONS,CHARLEMONT,42.62844460995586,-72.87021107049124,False,,,,,,,0.0097560069576302,Low,20.70130663666197,53.81167160503129,4.6190612148644155,9.923267252319299,0.7700433356484268,1,0,False,False,TNC,False,0.0,False,False,False
MA1053032,,CHARLEMONT MINI SERVICE,CHARLEMONT,42.626642771014296,-72.87937828597846,False,,,,,,,0.0096967116420194,Low,20.00647785439725,53.801836485010455,5.396417192023959,9.508708182014384,0.19470506854924627,0,0,False,False,TNC,False,0.0,False,False,False
MA1053033,,WELL,CHARLEMONT,42.62781133682067,-72.8739497977366,False,,,,,,,0.0221824664492225,Low,20.424690561615197,53.81723519365479,4.932667700243539,9.74121057727608,0.46773957119752735,1,0,True,False,GW,True,1.0,True,False,False
MA1053034,,COLD RIVER INC,CHARLEMONT,42.62684933666052,-72.88190047875219,False,,,,,,,0.0102992485319389,Low,19.86914066600181,53.87654178509712,5.58769244453377,9.34677464253666,0.25472527053795246,0,0,False,False,TNC,False,0.0,False,False,False
MA1053035,,AVERY GENERAL STORE,CHARLEMONT,42.6282308970855,-72.87352729995962,False,,,,,,,0.0099546326966049,Low,20.48155311738455,53.85401298136788,4.885751167615311,9.735467829357972,0.4982939796289339,1,0,False,False,TNC,False,0.0,False,False,False
MA1058000,,NEW WELL #1 (02G),CHESHIRE,42.57041249264727,-73.14974326693792,False,,,,,,,0.4270374265422917,Moderate,10.309059126325934,58.14066071925932,1.2336230384134772,2.29136930665228,6.5759611093947035,2,3,True,False,GW,True,1.2867781160649236e-05,True,False,False
