PWSID,dist_airport_m,dist_airport_km,dist_military_m,dist_military_km,dist_landfill_m,dist_landfill_km,dist_wwtp_m,dist_wwtp_km,dist_industrial_m,dist_industrial_km,landfills_within_1km,industrial_within_1km,landfills_within_3km,industrial_within_3km,landfills_within_5km,industrial_within_5km,landfills_within_10km,industrial_within_10km,is_groundwater,is_mwra,source_type,SITE_NAME,TOWN,num_sources,pws_name,total_samples,total_results,any_detection,ever_exceeded_federal_mcl,max_pfoa_ppt,max_pfos_ppt,num_pfas_detected,max_pfas6_sum_ppt,ever_exceeded_ma_mmcl,in_ucmr5,pfas_detected,serves_ej_community,ej_area_fraction,ej_population_overlapped,any_income,any_minority,any_english,ej_criteria_distinct,predicted_risk_score,risk_category
MA1022013,6650.819541623337,6.650819541623337,31784.91023586159,31.784910235861588,2393.165424108156,2.393165424108156,7390.418084980785,7.3904180849807855,15018.108209609423,15.018108209609425,0,0,2,0,3,0,8,0,0,0,TNC,BERKSHIRE BERRIES,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.037478823705343396,Low
MA1022015,2882.8927939876344,2.8828927939876343,32587.172200427915,32.587172200427915,1378.0326883474038,1.378032688347404,11256.954144255878,11.25695414425588,15025.66469112204,15.025664691122042,0,0,1,0,3,0,11,0,0,0,TNC,CAMP GREYLOCK,BECKET,4,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.09065007762925469,Low
MA1022017,4831.400288119004,4.831400288119004,32128.601934787792,32.128601934787795,941.1257008968504,0.9411257008968504,8723.72007699846,8.72372007699846,14658.410426631546,14.658410426631546,1,0,2,0,2,0,11,0,0,0,TNC,CHIMNEY CORNERS CAMP,BECKET,7,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.05170394300227213,Low
MA1022019,4439.861768432742,4.439861768432742,33347.863320376106,33.347863320376106,191.38667898815345,0.1913866789881534,10044.80199828055,10.044801998280551,14047.037181634763,14.047037181634764,1,0,1,0,3,0,12,0,0,0,TNC,YMCA CAMP BECKET,BECKET,3,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.07795331671576226,Low
MA1022020,5914.621258261834,5.914621258261834,29927.83332108012,29.92783332108012,840.7512475399217,0.8407512475399217,8099.175470794685,8.099175470794684,14447.9287280742,14.4479287280742,1,0,1,0,2,0,11,0,0,0,TNC,BECKET MOTEL,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04464814227038663,Low
MA1022021,5687.175564272959,5.687175564272959,30204.13322813434,30.20413322813434,1036.1092250862291,1.0361092250862292,8074.420975103822,8.074420975103822,14721.177351401871,14.721177351401872,0,0,1,0,2,0,11,0,0,0,TNC,BONNIE RIGG CAMPING CLUB INC,BECKET,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.0431129538508686,Low
MA1022022,4776.097198830932,4.776097198830932,31408.19742744039,31.408197427440392,2020.2100901500023,2.020210090150002,9173.409382246198,9.1734093822462,15752.860510870976,15.752860510870976,0,0,2,0,2,0,11,0,0,0,TNC,BECKET COUNTRY STORE,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04614742928858623,Low
MA1022026,8888.629192949747,8.888629192949747,35262.9522215531,35.26295222155311,1139.483064374925,1.1394830643749252,7348.76206112482,7.348762061124819,11256.663276226876,11.256663276226876,0,0,1,0,2,0,8,0,0,0,NTNC,JACOBS PILLOW DANCE FESTIVAL,BECKET,3,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.058649815079233045,Low
MA1022027,3287.632079561054,3.287632079561054,34785.83891228937,34.78583891228937,1430.7263681126776,1.4307263681126776,12630.148073864704,12.630148073864705,14123.134420867838,14.12313442086784,0,0,1,0,2,0,10,0,0,0,NTNC,KUSHI INSTITUTE,BECKET,4,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1188825320878628,Low
MA1022028,5707.173648687261,5.707173648687261,39760.195893714445,39.760195893714446,4359.692092903599,4.359692092903599,9314.453436039215,9.314453436039216,8338.599586871893,8.338599586871894,0,0,0,0,2,0,9,2,0,0,TNC,DREAM AWAY LODGE,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.18548507191319252,Low
MA1022029,3998.365228946685,3.998365228946685,34032.66099362768,34.03266099362768,1531.0570013097629,1.5310570013097629,11648.235638049598,11.6482356380496,13988.631631162514,13.988631631162514,0,0,1,0,2,0,11,0,0,0,TNC,LANE FARM,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.10007938361643398,Low
MA1022030,4885.561863323902,4.885561863323902,31293.620525590377,31.293620525590377,2163.122349872223,2.1631223498722227,9046.4217530549,9.0464217530549,15654.250156353084,15.654250156353084,0,0,2,0,2,0,11,0,0,0,TNC,BECKET TOWN HALL,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04588477803457166,Low
MA1022031,10562.498365400166,10.562498365400169,35623.13817309273,35.623138173092734,1443.264036581844,1.443264036581844,6488.186399541488,6.488186399541488,11100.665601377195,11.100665601377198,0,0,1,0,1,0,8,0,0,0,TNC,WATER TEN,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04301732429297321,Low
MA1022032,10493.102683375231,10.493102683375232,35759.45160761438,35.75945160761438,1230.8025355587545,1.2308025355587544,6701.689328824122,6.701689328824122,10947.164295831022,10.947164295831024,0,0,1,0,1,0,8,0,0,0,TNC,MOUNTAIN GROVE ASSOCIATION,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04589503703704913,Low
MA1022033,4668.669982009376,4.668669982009376,36078.35303668561,36.078353036685606,599.131693045638,0.5991316930456381,12811.111939468872,12.811111939468873,12968.240318842594,12.968240318842597,1,0,1,0,2,0,9,0,0,0,TNC,MULLIN HOUSE,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.1329732971232877,Low
MA1022035,4433.307338971623,4.433307338971622,35766.87858619446,35.766878586194466,1025.898327285027,1.0258983272850273,13241.824494660412,13.241824494660412,13093.86167597574,13.093861675975738,0,0,1,0,2,0,9,0,0,0,TNC,THE SPENCER HOUSE LLC,BECKET,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.14218288857119954,Low
MA1024001,2705.5817148616443,2.705581714861644,14791.688722254132,14.791688722254133,5351.5619757097575,5.351561975709758,3991.2138904866624,3.9912138904866623,2048.93227476582,2.04893227476582,0,0,0,1,0,1,6,5,1,0,GW,WELL #3,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.4860554391305647,Moderate
MA1024002,1387.0817816311833,1.3870817816311831,12663.927642335691,12.663927642335691,4528.875837316134,4.528875837316134,3557.248874962154,3.557248874962154,1065.7176436075954,1.0657176436075957,0,0,0,1,1,1,6,4,1,0,GW,WELL  #2,BELCHERTOWN,5,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5623892421790047,High
MA1024006,3152.2171026355904,3.1522171026355905,14953.184411394546,14.953184411394547,5871.72432924734,5.871724329247339,4516.64734293982,4.51664734293982,2493.6929501397485,2.4936929501397485,0,0,0,1,0,1,8,7,0,0,TNC,MILL VALLEY GOLF LINKS INC,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.28903233174302895,Moderate
MA1024009,1762.6460903955508,1.7626460903955508,16245.873294538937,16.245873294538935,2303.437019596675,2.3034370195966747,3869.53487162359,3.86953487162359,1899.9326063362792,1.8999326063362791,0,0,1,1,2,1,4,3,1,0,GW,WELL #1,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5274906673080618,High
MA1024011,3619.755638295072,3.619755638295072,17943.171245917478,17.943171245917476,3407.640877140884,3.407640877140884,5512.647507879369,5.512647507879369,4826.559739531176,4.826559739531176,0,0,0,0,1,1,9,7,0,0,NTNC,DCR QUABBIN ADMINISTRATION BUILDING,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.22188974796645355,Low
MA1024012,2659.422628160069,2.659422628160069,15341.32202560144,15.34132202560144,2448.8758420682884,2.448875842068289,1419.1772667426594,1.4191772667426594,2505.5363641375943,2.5055363641375945,0,0,2,1,2,2,3,3,0,0,NTNC,QUABBIN ADULT MEDICINE,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2160009090702673,Low
MA1024013,1906.3673049838471,1.9063673049838472,11249.567076074802,11.249567076074802,4585.037802588729,4.5850378025887295,4017.667320895285,4.017667320895285,2071.0268776014486,2.0710268776014487,0,0,0,1,1,1,5,7,0,0,NTNC,COLD SPRING COUNTRY CLUB,BELCHERTOWN,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3232779856285374,Moderate
MA1024015,1699.3320142134537,1.6993320142134534,13718.44739861097,13.71844739861097,4650.7460464347005,4.6507460464347,3431.652784676224,3.431652784676224,1055.881343368677,1.0558813433686771,0,0,0,1,1,1,6,5,1,0,GW,WELL #1,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5515916668143873,High
MA1024018,2882.37245744378,2.8823724574437803,15620.395670693735,15.620395670693735,3680.55456862113,3.68055456862113,2268.096377005762,2.268096377005762,2626.953647017296,2.626953647017296,0,0,0,1,2,2,6,4,0,0,TNC,EVERGREENE GOLF CENTER,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.23872868024289115,Low
MA1024019,5179.487351774762,5.179487351774762,17407.004134519568,17.407004134519568,2515.234145970217,2.5152341459702177,5645.027489684167,5.645027489684167,5350.530157233335,5.350530157233335,0,0,2,0,2,0,4,8,0,0,TNC,1100 FEDERAL BUILDING,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.19086387141267339,Low
MA1024021,2386.001536265778,2.3860015362657783,11251.070939545518,11.251070939545516,2348.176626488607,2.348176626488607,2722.9626742305268,2.722962674230527,3043.4717722289683,3.043471772228968,0,0,1,0,2,2,3,4,0,0,NTNC,PMDM REALTY LLC,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2387613604523935,Low
MA1024022,3138.162947571192,3.138162947571192,15278.236210530453,15.278236210530451,5638.178393694425,5.6381783936944245,4239.413490274268,4.239413490274268,2488.6938722991213,2.488693872299121,0,0,0,1,0,1,8,5,0,0,TNC,PHOENIX FRUIT FARM COUNTRY STORE,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.27876360542131157,Moderate
MA1024023,1740.0983776115306,1.7400983776115306,14315.722619847444,14.315722619847444,1978.595784160418,1.9785957841604176,3733.859284669296,3.733859284669296,1882.539848429822,1.882539848429822,0,0,2,1,2,1,4,4,0,0,NTNC,CUTCHINS PROGRAM FOR CHILDREN  FAMILIES,BELCHERTOWN,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3257796729567555,Moderate
MA1029000,7851.133951191191,7.851133951191191,51120.98206769157,51.12098206769157,2128.098016878825,2.128098016878825,5078.455433958747,5.078455433958746,4995.121066372843,4.995121066372843,0,0,1,0,1,1,8,9,1,0,GW,REPLACEMENT PRATT WELL,BERNARDSTON,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2716998545829429,Moderate
MA1033000,12553.75040391312,12.55375040391312,24602.04837161236,24.60204837161236,6215.090592468085,6.215090592468084,7260.195104767343,7.260195104767343,11140.322531812471,11.140322531812473,0,0,0,0,0,0,7,0,0,0,SW,LONG POND RESERVOIR (01S),BLANDFORD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.04342224561127945,Low
MA1033002,14042.464878602816,14.042464878602816,23991.43227682453,23.99143227682453,4698.047850510746,4.698047850510746,7992.2123527811455,7.992212352781145,12667.122701979197,12.667122701979196,0,0,0,0,1,0,4,0,0,0,TNC,SNOWS STEAK HOUSE,BLANDFORD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.03288703772836777,Low
MA1043001,2129.6898454593284,2.1296898454593283,23028.87859014841,23.028878590148416,455.0586496117862,0.4550586496117862,5345.764452437276,5.345764452437276,3450.071931078224,3.450071931078224,1,0,1,0,4,5,10,10,1,0,GW,LOWER WELL (02G),BRIMFIELD,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5463696775491425,High
MA1043002,4313.750514091237,4.313750514091237,28454.49940526635,28.45449940526635,2922.070258778428,2.922070258778428,9228.984178406135,9.228984178406137,693.8612656713117,0.6938612656713117,0,1,1,1,3,1,9,9,1,0,GW,WELL  #1,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.7530086206654535,Very High
MA1043004,2618.562066612897,2.6185620666128977,24189.61667141638,24.18961667141638,1864.7407242756767,1.8647407242756773,3979.223908749362,3.9792239087493626,3626.876114118139,3.626876114118139,0,0,2,0,3,3,12,9,0,0,TNC,DCR BRIMFIELD STATE FOREST,BRIMFIELD,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.26510947441864274,Moderate
MA1043006,8135.146968189378,8.135146968189378,32293.840149427106,32.293840149427105,4913.930635834917,4.913930635834917,5447.994534847723,5.447994534847723,2688.5426963548234,2.688542696354824,0,0,0,1,1,4,9,6,0,0,TNC,WOODLAND INN,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.24616803129781797,Low
MA1043008,4464.039353549468,4.464039353549468,28555.40612179401,28.55540612179401,2812.3666671331275,2.812366667133128,9087.445253523623,9.087445253523624,839.730883464233,0.839730883464233,0,1,1,1,2,1,9,9,0,0,TNC,BRIMFIELD MARKET,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5379797609681175,High
MA1043011,4709.658167734522,4.709658167734522,28766.118686155303,28.766118686155306,2801.205193604357,2.8012051936043574,8849.5357366113,8.8495357366113,975.3332199517046,0.9753332199517044,0,1,1,1,2,1,9,9,0,0,TNC,HITCHCOCK FREE ACADEMY,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5155993907370792,High
MA1043014,4342.309077845452,4.342309077845451,28540.22373352527,28.54022373352527,3135.726509428098,3.135726509428098,9199.992491791616,9.199992491791615,480.47434103299423,0.4804743410329942,0,1,0,1,3,1,9,9,0,0,NTNC,BRIMFIELD ELEMENTARY SCHOOL,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5851741403021474,High
MA1043015,3434.618360469112,3.434618360469112,27659.76849917746,27.65976849917746,3070.851367854233,3.070851367854233,8500.060205210104,8.500060205210104,1065.57952368365,1.06557952368365,0,0,0,1,3,1,11,9,0,0,TNC,FRANCESCOS ITALIAN RESTAURANT,BRIMFIELD,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5456487176783027,High
MA1043017,4363.979526429762,4.363979526429762,28459.835894802884,28.45983589480288,2793.393284571924,2.7933932845719243,9187.34483420676,9.187344834206758,831.6390731041962,0.8316390731041962,0,1,1,1,2,1,9,9,0,0,TNC,VILLA SOFIA,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5445793225312133,High
MA1043018,8000.163119801882,8.000163119801883,32197.88173871236,32.197881738712354,4721.192576223244,4.721192576223244,5617.565593987996,5.6175655939879965,2855.6621523610165,2.8556621523610164,0,0,0,1,2,4,9,6,0,0,TNC,HARRINGTON PHYSICIAN SERVICES,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.26100467197271093,Moderate
MA1043019,8724.828904686961,8.72482890468696,33680.6274030355,33.6806274030355,3973.861364260993,3.973861364260993,4556.447723174877,4.556447723174877,2023.8389150319904,2.02383891503199,0,0,0,2,2,4,9,11,0,0,TNC,QUINEBAUG COVE CAMPSITE,BRIMFIELD,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.24456649083436305,Low
MA1043020,7467.543278302911,7.4675432783029105,31769.463256156683,31.769463256156683,4150.352024746312,4.150352024746312,6324.833877021322,6.324833877021322,3072.3931116706294,3.0723931116706296,0,0,0,0,2,3,9,6,0,0,TNC,VILLAGE GREEN CAMPGROUND,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2770775280674187,Moderate
MA1043023,8124.764041497136,8.124764041497137,32290.16488016469,32.290164880164696,4880.315382188875,4.880315382188876,5463.816103334527,5.463816103334527,2703.496241959116,2.703496241959116,0,0,0,1,1,4,9,6,0,0,TNC,MOJOS RISE N DINE,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2460745291026588,Low
MA1043024,6325.184073811995,6.325184073811996,30604.077186788872,30.60407718678887,4562.518094254785,4.562518094254785,7223.746819505976,7.223746819505976,1920.0767713176,1.9200767713176,0,0,0,1,2,3,9,6,0,0,TNC,SPRINGFIELD BOYS CLUB,BRIMFIELD,2,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.3877562145268923,Moderate
MA1043025,4421.637740861634,4.421637740861634,28712.47580661413,28.71247580661413,3588.468993934184,3.588468993934184,9170.120704194384,9.170120704194384,34.49281313362924,0.0344928131336292,0,1,0,1,3,1,9,9,0,0,NTNC,VIANT AS AND O HOLDING LLC,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.6076935341530343,High
MA1043026,4505.225595390569,4.505225595390569,28617.76706990014,28.61776706990014,2893.457428195149,2.8934574281951493,9040.936970178776,9.040936970178777,774.3284956134912,0.7743284956134913,0,1,1,1,2,1,9,9,0,0,TNC,CUMBERLAND FARMS STORE #2080,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5391005688002347,High
MA1043027,8471.936897362628,8.471936897362628,33391.64602423296,33.391646024232955,4795.241788983659,4.795241788983659,4446.087864718513,4.446087864718513,1698.0075406053102,1.69800754060531,0,0,0,2,1,4,9,9,0,0,TNC,MK FUEL INC,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.2474885723669967,Low
MA1043028,3280.3132565514934,3.2803132565514934,27462.49195166903,27.46249195166903,2924.018586634036,2.924018586634036,8373.803535834026,8.373803535834027,1286.2981193518988,1.2862981193518987,0,0,1,1,4,1,11,9,0,0,TNC,COLLINS APPLE BARN,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5508519796667182,High
MA1043029,4707.662187156305,4.707662187156305,28861.05290766724,28.86105290766724,3110.263788415106,3.110263788415106,8832.984564444045,8.832984564444045,686.178885245018,0.686178885245018,0,1,0,1,3,1,9,8,0,0,TNC,SOPHIES COFFEEHOUSE,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5516194089137634,High
MA1043030,4022.2240523831,4.0222240523831,28206.651149060675,28.20665114906068,2997.3143584530267,2.997314358453026,9091.203372312437,9.091203372312435,672.8349616925884,0.6728349616925884,0,1,1,1,3,1,9,9,0,0,TNC,BRIMFIELD WINERY AND CIDERY,BRIMFIELD,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.5769034182013334,High
MA1047000,19401.14480038886,19.401144800388863,50369.313464359824,50.36931346435983,3133.6310139764955,3.133631013976496,1966.879380357434,1.966879380357434,5560.881956944891,5.560881956944891,0,0,0,0,4,0,11,1,0,0,NTNC,MOHAWK TRAIL REGIONAL HIGH SCHOOL,BUCKLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.03932627925369817,Low
MA1047002,20000.244745995587,20.000244745995587,50522.51279552935,50.52251279552935,3625.9372565297263,3.6259372565297263,2351.1781978150098,2.3511781978150097,6021.729799936649,6.021729799936649,0,0,0,0,4,0,11,1,0,0,TNC,BUCKLAND RECREATION FACILITY,BUCKLAND,1,,,,,,,,,,,False,,0,0.0,0.0,0,0,0,0,0.03671660473080666,Low
